1	87030.72999999966
10	80235.8599999999
11	82451.10999999962
12	80383.06999999956
13	77499.46999999952
14	86995.99999999964
15	90229.78999999973
16	85152.16999999949
17	88167.83999999952
18	84492.9999999996
19	80530.5399999996
2	79130.67000000003
20	82614.8799999996
21	85654.42999999982
22	88745.39999999973
23	86254.04999999987
24	79655.10999999981
25	79436.06999999967
26	-91157.13000000108
27	78994.76999999957
28	98035.93999999942
29	84818.17999999956
3	84124.05999999958
30	82917.83999999987
31	83515.29999999971
32	78509.00999999949
33	79827.02999999972
34	85835.90999999967
35	250340.30000000025
36	85607.04999999981
37	85451.9609999996
38	82197.81999999966
39	78162.64999999969
4	37842.89100000014
40	90562.64099999974
41	85399.65999999961
42	75697.0500000001
43	84757.68999999971
44	84137.15999999987
45	88163.7299999996
46	86911.9099999996
47	88345.85999999955
48	86719.41999999947
49	81795.15999999957
5	89926.03099999951
50	80843.29999999987
51	90418.14999999966
52	85026.01999999977
53	87061.17999999941
54	87979.68999999997
55	78688.86999999973
56	88957.35999999933
57	127161.9399999996
58	81380.99999999967
59	84901.39999999998
6	83446.70999999983
60	83741.19999999969
61	92312.59999999977
62	86862.45000000003
63	73564.25999999992
64	84287.65999999947
65	83575.75999999985
66	97008.4699999998
67	86677.9299999994
68	80421.44999999985
69	85294.3199999995
7	79628.55999999982
70	87472.88999999981
71	83260.05999999972
72	77411.17999999964
73	83668.50999999959
74	84104.04999999987
75	86790.71999999962
76	91426.17999999941
77	157347.76999999938
78	84744.41999999972
79	88472.14999999978
8	85261.35999999994
80	74657.77999999984
81	3363.469999999994
82	72603.12999999993
83	88374.91999999974
84	75181.35999999978
85	81774.65999999944
86	93413.01999999941
87	94437.15999999995
88	84917.66999999956
89	91345.76999999954
9	88978.54999999978
90	76537.30999999992
91	78201.22999999991
92	83337.84999999979
93	77868.31999999972
94	82983.14999999989
95	79962.73999999951
96	86099.41999999963
97	84666.01999999964
98	69108.68999999981
99	80953.93999999961
