1	823
10	21132
100	12586
1000	2050
1001	2688
1002	839
1003	487
1004	21984
1005	767
1006	283
1007	550
1008	203
1009	72
101	17345
1010	6
1011	1428
1012	748
1013	1179
1014	4843
1015	8187
1016	566
1017	1082
1018	886
1019	1328
102	9033
1020	51
1021	1698
1022	2356
1023	48712
1024	830
1025	376
1026	322
1027	106
1028	38
1029	308
103	11173
1030	91
1031	1125
1032	1276
1033	813
1034	914
1035	735
1036	1399
1037	114
1038	328
1039	327
104	10606
1040	725
1041	1
1042	3346
1043	192
1044	122
1045	824
1046	315
1047	684
1048	1967
1049	850
105	74
1050	493
1051	910
1052	800
1053	559
1054	520
1055	263
1056	1784
1057	597
1058	3044
1059	1601
106	618
1060	1194
1061	266
1062	485
1063	363
1064	641
1065	445
1066	504
1067	644
1068	594
1069	542
107	158
1070	262
1071	283
1072	715
1073	384
1074	406
1075	516
1076	919
1077	207
1078	1393
1079	514
108	53
1080	1861
1081	828
1082	1798
1083	841
1084	204
1085	1645
1086	193
1087	3022
1088	1294
1089	69
109	1711
1090	246
1091	355
1092	238
1093	479
1094	177
1095	109
1096	110
1097	254
1098	888
1099	834
11	1533
110	1706
1100	1051
1101	738
1102	453
1103	126
1104	1219
1105	1088
1106	821
1107	5405
1108	2725
1109	3054
111	972
1110	3863
1111	1264
1112	1437
1113	2094
1114	2276
1115	2696
1116	744
1117	683
1118	1121
1119	690
112	365
1120	145
1121	293
1122	531
1123	1047
1124	501
1125	303
1126	515
1127	761
1128	637
1129	172
113	1355
1130	389
1131	1340
1132	174
1133	759
1134	378
1135	1
1136	228
1137	140
1138	8059
1139	821
114	292
1140	5825
1141	1370
1142	1766
1143	972
1144	4323
1145	684
1146	2024
1147	2260
1148	635
1149	4158
115	63
1150	2252
1151	981
1152	405
1153	797
1154	1687
1155	1049
1156	954
1157	885
1158	3851
1159	1328
116	164
1160	1355
1161	12
1162	2837
1163	61
1164	699
1165	8825
1166	7040
1167	306
1168	448
1169	159
117	161
1170	781
1171	527
1172	316
1173	324
1174	452
1175	728
1176	695
1177	3507
1178	817
1179	220
118	64
1180	444
1181	253
1182	193
1183	1029
1184	1684
1185	6024
1186	1119
1187	3142
1188	9753
1189	11584
119	69
1190	10102
1191	8130
1192	19709
1193	229
1194	261
1195	146
1196	483
1197	154
1198	134
1199	1176
12	2892
120	110
1200	2467
1201	1112
1202	1392
1203	1699
1204	1217
1205	346
1206	318
1207	94
1208	137
1209	215
121	101
1210	223
1211	10176
1212	875
1213	3672
1214	251
1215	19
1216	844
1217	8057
1218	6102
1219	2806
122	71
1220	1199
1221	1923
1222	971
1223	11555
1224	685
1225	428
1226	649
1227	1954
1228	218
1229	1162
123	128
1230	524
1231	1973
1232	1634
1233	1338
1234	761
1235	2668
1236	2090
1237	2737
1238	900
1239	1700
124	96
1240	5887
1241	991
1242	281
1243	151
1244	731
1245	472
1246	161
1247	75
1248	187
1249	359
125	113
1250	183
1251	202
1252	387
1253	334
1254	228
1255	1384
1256	8428
1257	513
1258	375
1259	2362
126	217
1260	209
1261	3082
1262	1938
1263	2911
1264	7542
1265	464
1266	16640
1267	9523
1268	359
1269	291
127	131
1270	437
1271	212
1272	281
1273	803
1274	1289
1275	1417
1276	1078
1277	613
1278	694
1279	448
128	66
1280	725
1281	456
1282	46
1283	699
1284	2876
1285	9312
1286	3898
1287	25880
1288	2081
1289	850
129	108
1290	236
1291	239
1292	178
1293	229
1294	1730
1295	240
1296	1094
1297	1413
1298	51
1299	155
13	30
130	71
1300	1360
1301	2779
1302	1494
1303	189
1304	210
1305	245
1306	118
1307	135
1308	261
1309	235
131	217
1310	171
1311	186
1312	333
1313	370
1314	705
1315	607
1316	911
1317	832
1318	592
1319	458
132	56
1320	106
1321	816
1322	3490
1323	3293
1324	1063
1325	1721
1326	4329
1327	1668
1328	4601
1329	1770
133	52
1330	387
1331	2824
1332	2450
1333	466
1334	1436
1335	4371
1336	1088
1337	2064
1338	736
1339	1873
134	64
1340	2992
1341	1094
1342	7635
1343	3976
1344	7278
1345	5864
1346	5886
1347	4546
1348	8376
1349	387
135	95
1350	8013
1351	5419
1352	1398
1353	2784
1354	2241
1355	818
1356	834
1357	2352
1358	2982
1359	2504
136	15
1360	2773
1361	2098
1362	1265
1363	2445
1364	1932
1365	616
1366	1413
1367	9683
1368	9497
1369	4712
137	37
1370	780
1371	1088
1372	1017
1373	527
1374	2226
1375	6017
1376	748
1377	845
1378	410
1379	323
138	31
1380	315
1381	504
1382	1905
1383	1743
1384	6372
1385	3265
1386	2500
1387	809
1388	1465
1389	1512
139	40
1390	2234
1391	1922
1392	1282
1393	1173
1394	701
1395	294
1396	1265
1397	4926
1398	5600
1399	9146
14	1773
140	14
1400	219
1401	1478
1402	2920
1403	2012
1404	25321
1405	2124
1406	46
1407	2373
1408	4489
1409	5844
141	3
1410	1282
1411	904
1412	1762
1413	1454
1414	495
1415	777
1416	754
1417	13865
1418	11070
1419	3342
142	76
1420	4377
1421	4720
1422	690
1423	573
1424	537
1425	2564
1426	254
1427	763
1428	186
1429	112
143	38
1430	253
1431	185
1432	2043
1433	1740
1434	3896
1435	709
1436	711
1437	797
1438	1992
1439	4849
144	61
1440	1042
1441	1025
1442	50
1443	20
1444	10772
1445	327
1446	5072
1447	6529
1448	3086
1449	630
145	32
1450	1197
1451	7222
1452	2777
1453	1905
1454	977
1455	1749
1456	918
1457	1366
1458	760
1459	1261
146	816
1460	1149
1461	1029
1462	863
1463	740
1464	637
1465	715
1466	615
1467	607
1468	563
1469	451
147	609
1470	533
1471	835
1472	568
1473	700
1474	562
1475	1591
1476	341
1477	1375
1478	15868
1479	1560
148	849
1480	695
1481	694
1482	6287
1483	5205
1484	8697
1485	1172
1486	420
1487	1357
1488	168
1489	5225
149	8
1490	1875
1491	2025
1492	1250
1493	2750
1494	1325
1495	4400
1496	2827
1497	4294
1498	3301
1499	3355
15	1244
150	12
1500	1506
1501	3088
1502	1170
1503	1536
1504	453
1505	6864
1506	910
1507	5342
1508	1057
1509	1726
151	48
1510	5608
1511	7147
1512	5033
1513	2151
1514	2685
1515	1061
1516	1522
1517	1471
1518	2813
1519	673
152	5
1520	1089
1521	1187
1522	1877
1523	1578
1524	6625
1525	8277
1526	626
1527	861
1528	825
1529	1775
153	4
1530	1307
1531	879
1532	1882
1533	2223
1534	1958
1535	1512
1536	1530
1537	918
1538	1802
1539	1577
154	164
1540	554
1541	1008
1542	1122
1543	5183
1544	253
1545	32
1546	127
1547	186
1548	2
1549	25
155	276
1550	3165
1551	726
1552	801
1553	-4
1554	79
1555	5723
1556	3342
1557	1852
1558	1991
1559	2586
156	88
1560	1023
1561	326
1562	695
1563	1510
1564	1315
1565	484
1566	241
1567	462
1568	1173
1569	212
157	1012
1570	108
1571	199
1572	837
1573	7159
1574	2301
1575	295
1576	1082
1577	499
1578	132
1579	1598
158	1145
1580	198
1581	759
1582	871
1583	66
1584	46
1585	2693
1586	1561
1587	243
1588	676
1589	302
159	74
1590	1174
1591	854
1592	774
1593	1550
1594	2265
1595	1581
1596	1810
1597	3438
1598	1858
1599	3066
16	13328
160	169
1600	1848
1601	759
1602	822
1603	415
1604	24
1605	54
1606	68
1607	54
1608	32
1609	10
161	1033
1610	205
1611	131
1612	684
1613	148
1614	75
1615	4430
1616	2626
1617	955
1618	524
1619	350
162	66
1620	871
1621	504
1622	553
1623	424
1624	798
1625	690
1626	601
1627	808
1628	291
1629	293
163	158
1630	2596
1631	349
1632	425
1633	747
1634	2496
1635	543
1636	1156
1637	1071
1638	1118
1639	552
164	141
1640	292
1641	143
1642	680
1643	7992
1644	6019
1645	5948
1646	54
1647	68
1648	67
1649	52
165	318
1650	55
1651	47
1652	54
1653	51
1654	52
1655	55
1656	51
1657	62
1658	72
1659	79
166	452
1660	82
1661	77
1662	75
1663	78
1664	74
1665	66
1666	63
1667	147
1668	337
1669	316
167	452
1670	2365
1671	1443
1672	291
1673	1974
1674	1480
1675	1256
1676	2201
1677	1978
1678	4364
1679	1188
168	19
1680	153
1681	1766
1682	478
1683	1628
1684	6062
1685	4231
1686	7863
1687	9082
1688	434
1689	264
169	647
1690	323
1691	423
1692	2874
1693	1807
1694	1846
1695	1764
1696	1657
1697	1802
1698	1636
1699	1320
17	662
170	46
1700	1105
1701	1031
1702	419
1703	554
1704	381
1705	245
1706	16
1707	945
1708	794
1709	752
171	21
1710	720
1711	557
1712	601
1713	186
1714	928
1715	2261
1716	434
1717	1867
1718	1521
1719	505
172	9
1720	1252
1721	2691
1722	2683
1723	353
1724	531
1725	1450
1726	933
1727	4855
1728	7127
1729	14447
173	152
1730	460
1731	164
1732	1149
1733	1851
1734	1723
1735	4576
1736	7916
1737	14724
1738	3595
1739	2956
174	130
1740	2500
1741	1292
1742	7199
1743	1139
1744	709
1745	11952
1746	4230
1747	2349
1748	1681
1749	1170
175	17
1750	1503
1751	1117
1752	1010
1753	904
1754	2332
1755	3829
1756	2208
1757	430
1758	1021
1759	4905
176	2
1760	2678
1761	3750
1762	4076
1763	100
1764	8709
1765	2673
1766	481
1767	3002
1768	4207
1769	11724
177	289
1770	2077
1771	2187
1772	4526
1773	2449
1774	11592
1775	2872
1776	3005
1777	1950
1778	541
1779	1678
178	187
1780	4395
1781	1621
1782	444
1783	414
1784	209
1785	282
1786	1009
1787	860
1788	791
1789	30
179	381
1790	66
1791	63
1792	50
1793	81
1794	170
1795	118
1796	386
1797	270
1798	252
1799	311
18	1273
180	139
1800	490
1801	287
1802	1240
1803	1256
1804	1226
1805	2218
1806	685
1807	941
1808	2080
1809	183
181	25
1810	193
1811	41
1812	186
1813	246
1814	236
1815	89
1816	75
1817	103
1818	96
1819	347
182	447
1820	58
1821	532
1822	432
1823	458
1824	333
1825	570
1826	318
1827	267
1828	225
1829	386
183	1
1830	340
1831	486
1832	244
1833	961
1834	149
1835	256
1836	244
1837	277
1838	805
1839	89
184	223
1840	147
1841	241
1842	254
1843	141
1844	219
1845	436
1846	7892
1847	9602
1848	6559
1849	236
185	25
1850	992
1851	448
1852	2237
1853	1797
1854	27094
1855	361
1856	1178
1857	815
1858	760
1859	2121
186	73
1860	2121
1861	563
1862	499
1863	913
1864	145
1865	1007
1866	124
1867	2092
1868	1948
1869	1245
187	19
1870	3911
1871	116
1872	271
1873	340
1874	2130
1875	2229
1876	613
1877	272
1878	439
1879	192
188	2
1880	141
1881	147
1882	72
1883	84
1884	741
1885	2120
1886	1576
1887	2465
1888	2090
1889	894
189	33
1890	503
1891	405
1892	1073
1893	701
1894	429
1895	941
1896	909
1897	888
1898	1018
1899	758
19	840
190	20
1900	1064
1901	1538
1902	127
1903	80
1904	863
1905	395
1906	148
1907	68
1908	114
1909	25
191	3
1910	4850
1911	2043
1912	731
1913	1830
1914	2105
1915	86
1916	138
1917	60
1918	538
1919	244
192	8
1920	2411
1921	1937
1922	1614
1923	2543
1924	2478
1925	2258
1926	1398
1927	1596
1928	1362
1929	1659
193	6063
1930	563
1931	2852
1932	3422
1933	5141
1934	2796
1935	1360
1936	5857
1937	5869
1938	3586
1939	2614
194	249
1940	2868
1941	2986
1942	2045
1943	2411
1944	307
1945	304
1946	103
1947	181
1948	3400
1949	171
195	179
1950	765
1951	322
1952	1970
1953	2301
1954	3084
1955	1214
1956	1676
1957	2173
1958	3283
1959	1835
196	23
1960	1717
1961	1747
1962	1343
1963	3003
1964	13164
1965	6599
1966	11946
1967	10474
1968	18926
1969	6853
197	40
1970	4961
1971	11507
1972	7106
1973	6152
1974	12964
1975	2603
1976	2184
1977	2119
1978	1583
1979	777
198	6
1980	3427
1981	518
1982	1290
1983	372
1984	404
1985	930
1986	1403
1987	764
1988	747
1989	705
199	91
1990	1225
1991	1151
1992	1586
1993	1253
1994	1793
1995	7900
1996	7225
1997	8575
1998	5150
1999	1835
2	291
20	98
200	59
2000	715
2001	2426
2002	1027
2003	1772
2004	795
2005	4053
2006	2017
2007	1409
2008	4548
2009	916
201	725
2010	5766
2011	2014
2012	747
2013	982
2014	1588
2015	557
2016	212
2017	1644
2018	954
2019	1930
202	-1
2020	3700
